,movieId,title,genres,extra_metadata
79,88,Black Sheep (1996),Comedy,David Spade Tim Matheson Gary Busey Bruce McGill Julie Benzwhen dignified albert donnelly runs for governor his team moves to keep his slowwitted and klutzy younger brother mike out of the eye of the media to babysit mike the campaign assigns sarcastic steve who gets the experience of a lifetime when he tries to take mike out of town during the election
80,89,Nick of Time (1995),Action|Thriller,Johnny Depp Christopher Walken Gloria Reubenan unimpressive everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter
81,92,Mary Reilly (1996),Drama|Horror|Thriller,Julia Roberts John Malkovich Michael Gambon Glenn Close Michael Sheen Ciarán Hindsa housemaid falls in love with dr jekyll and his darkly mysterious counterpart mr hyde
82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Angela Bassett Eddie Murphy Joanna Cassidy John LaMotta Eddie Murphydetective rita veder is assigned to a baffling serial murder case after examining the crime scene — a corpsefilled ship found adrift at sea — rita meets maximilian a smoothtalking caribbean playboy determined to romance her when rita begins suffering from crippling hallucinations she calls upon dr zeko an occultist who suspects a vampire is on the loose
83,94,Beautiful Girls (1996),Comedy|Drama|Romance,Timothy Hutton Matt Dillon Noah Emmerich Annabeth Gish Lauren Holly Uma Thurman Mira Sorvino Michael Rapaport Pruitt Taylor Vince Martha Plimpton Natalie Portman David Arquetteduring a snowy winter in the small fictional town of knights ridge massachusetts a group of lifelong buddies hang out drink and struggle to connect with the women who affect their decisions dreams and desires
84,95,Broken Arrow (1996),Action|Adventure|Thriller,John Travolta Christian Slater Samantha Mathis Frank Whaley Bob Gunton Kurtwood Smith Raymond Cruz Hans Zimmer John Woowhen rogue stealthfighter pilot vic deakins deliberately drops off the radar while on maneuvers the air force ends up with two stolen nuclear warheads  and deakinss copilot riley hale is the militarys only hope for getting them back traversing the deserted canyons of utah hale teams with park ranger terry carmichael to put deakins back in his box
85,96,In the Bleak Midwinter (1995),Comedy|Drama,Joan Collins Nicholas Farrell Celia Imrie Jennifer Saunders Adrian Scarborough Adrian Scarborough Kenneth Branagh Kenneth Branaghout of work actor joe volunteers to help try and save his sisters local church for the community by putting on a christmas production of hamlet somewhat against the advice of his agent margaretta as the cast he assembles are still available even at christmas and are prepared to do it on a profit sharing basis that is they may not get paid anything he cannot expect  and does not get  the cream of the cream but although they all bring their own problems and foibles along something bigger starts to emerge in the perhaps aptly named village of hope
86,97,"Hate (Haine, La) (1995)",Crime|Drama,Vincent Cassel Saïd Taghmaoui Benoît Magimel Mathieu Kassovitz Mathieu Kassovitz Mathieu Kassovitz Mathieu Kassovitzafter a chaotic night of rioting in a marginal suburb of paris three young friends vinz hubert and saïd wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,Ron Jeremya documentary crew from the bbc arrives in la intent on interviewing heidi fleiss a year after her arrest for running a brothel but before her trial several months elapse before the interview so the crew searches for anyone wholl talk about the young woman two people have a lot to say to the camera a retired madam named alex for whom fleiss once worked and fleisss onetime boyfriend ivan nagy who introduced her to alex alex and nagy dont like each other so the crew shuttles between them with she said and he said when they finally interview fleiss they spend their time reciting what alex and nagy have had to say and asking her reaction
88,100,City Hall (1996),Drama|Thriller,Al Pacino John Cusack Bridget Fonda Danny Aiello Luna Lauren Velez Richard Schiff John Slatterythe accidental shooting of a boy in new york leads to an investigation by the deputy mayor and unexpectedly farreaching consequences
89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Owen Wilson Luke Wilson Andrew Wilson James Caan Owen Wilson Wes Anderson Wes Anderson Andrew Wilsonupon his release from a mental hospital following a nervous breakdown the directionless anthony joins his friend dignan who seems far less sane than the former dignan has hatched a hairbrained scheme for an asyetunspecified crime spree that somehow involves his former boss the supposedly legendary mr henry
90,102,Mr. Wrong (1996),Comedy,Bill Pullman Joan Cusack Dean Stockwell Hope Davis Nick Castlea single and lonely woman finds the seemingly perfect man to date but soon regrets it when his deranged and possessive other personality emerges and worst still she cannot convince anyone else of his jekyllhyde true nature
91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,Ray Liotta Linda Fiorentino Peter Coyote Christopher McDonald Kim Coates Kim Cattrallseattle medical examiner david krane is obsessed with solving his wifes murder a possible solution presents itself in an experimental memory serum designed by a neurobiology professor which has the ability to transfer memories from one person to another but with potentially fatal consequences
92,104,Happy Gilmore (1996),Comedy,Adam Sandler Christopher McDonald Julie Bowen Carl Weathers Will Sasso Ben Stiller Adam Sandlerfailed hockey playerturnedgolf whiz happy gilmore  whose unconventional approach and antics on the grass courts the ire of rival shooter mcgavin  is determined to win a pga tournament so he can save his grannys house with the prize money meanwhile an attractive tour publicist tries to soften happys image
93,105,"Bridges of Madison County, The (1995)",Drama|Romance,Clint Eastwood Meryl Streep Clint Eastwood Clint Eastwoodphotographer robert kincaid wanders into the life of housewife francesca johnson for four days in the 1960s
94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,on the brink of her 30th birthday fanny feels the door to marital happiness closing on her she is obsessed with death and even visits evening classes on dying so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building the skeleton is her neighbour orfeo a black gay selfdeclared psychic who convinces her that she is about to meet him but is it really lothar the new yuppie apartment manager 
95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Tim Curry Billy Connolly Jennifer Saunders Frank Oz Hans Zimmer Frank Ozafter telling the story of flints last journey to young jim hawkins billy bones has a heart attack and dies just as jim and his friends are attacked by pirates the gang escapes into the town where they hire out a boat and crew to find the hidden treasure which was revealed by bones before he died on their voyage across the seas they soon find out that not everyone on board can be trusted
96,108,Catwalk (1996),Documentary,Sandra Bernhard Tricia Helfer Christian Slater Patricia Velásquez Sharon Stonea documentary following christy turlington and other models during spring fashion week in milan paris and new york
97,110,Braveheart (1995),Action|Drama|War,Mel Gibson Catherine McCormack Sophie Marceau Patrick McGoohan Brendan Gleeson James Cosmo Brian Cox Tommy Flanagan Alun Armstrong James Horner James Horner James Horner Mel Gibson Mel Gibsonenraged at the slaughter of murron his new bride and childhood love scottish warrior william wallace slays a platoon of the local english lords soldiers this leads the village to revolt and eventually the entire country to rise up against english rule
98,111,Taxi Driver (1976),Crime|Drama|Thriller,Robert De Niro Jodie Foster Harvey Keitel Peter Boyle Cybill Shepherd Diahnne Abbott Martin Scorsese Martin Scorsesea mentally unstable vietnam war veteran works as a nighttime taxi driver in new york city where the perceived decadence and sleaze feed his urge for violent action
99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,Jackie Chan Anita Muikeong comes from hong kong to visit new york for his uncles wedding his uncle runs a market in the bronx and keong offers to help out while uncle is on his honeymoon during his stay in the bronx keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market one of those petty thugs in the local gang stumbles into a criminal situation way over his head
